datetime,Flow_metersCubedPerSecond_1,Water_Temperature_celsius_1,Salinity_practicalSalinityUnits_1,Flow_metersCubedPerSecond_2,Water_Temperature_celsius_2,Salinity_practicalSalinityUnits_2
1989-01-01 00:00:00,0.560000002,3.839285714,0,0.0001,3.839285714,0
1989-01-02 00:00:00,0.545000017,3.857142857,0,0.0001,3.857142857,0
1989-01-03 00:00:00,0.538999975,3.875,0,0.0001,3.875,0
1989-01-04 00:00:00,0.50999999,3.892857143,0,0.0001,3.892857143,0
1989-01-05 00:00:00,0.497999996,3.910714286,0,0.0001,3.910714286,0
1989-01-06 00:00:00,0.488000005,3.928571429,0,0.0001,3.928571429,0
1989-01-07 00:00:00,0.485000014,3.946428571,0,0.0001,3.946428571,0
1989-01-08 00:00:00,0.479999989,3.964285714,0,0.0001,3.964285714,0
1989-01-09 00:00:00,0.474999994,3.982142857,0,0.0001,3.982142857,0
1989-01-10 00:00:00,0.465000004,4,0,0.0001,4,0
1989-01-11 00:00:00,0.459031999,4.017857143,0,0.0001,4.017857143,0
1989-01-12 00:00:00,0.444999993,4.035714286,0,0.0001,4.035714286,0
1989-01-13 00:00:00,0.435000002,4.053571429,0,0.0001,4.053571429,0
1989-01-14 00:00:00,0.430000007,4.071428571,0,0.0001,4.071428571,0
1989-01-15 00:00:00,0.428000003,4.089285714,0,0.0001,4.089285714,0
1989-01-16 00:00:00,0.469999999,4.107142857,0,0.0001,4.107142857,0
1989-01-17 00:00:00,0.519999981,4.125,0,0.0001,4.125,0
1989-01-18 00:00:00,0.529999971,4.142857143,0,0.0001,4.142857143,0
1989-01-19 00:00:00,0.519999981,4.160714286,0,0.0001,4.160714286,0
1989-01-20 00:00:00,0.474999994,4.178571429,0,0.0001,4.178571429,0
1989-01-21 00:00:00,0.432999998,4.196428571,0,0.0001,4.196428571,0
1989-01-22 00:00:00,0.412,4.214285714,0,0.0001,4.214285714,0
1989-01-23 00:00:00,0.411000013,4.232142857,0,0.0001,4.232142857,0
1989-01-24 00:00:00,0.38499999,4.25,0,0.0001,4.25,0
1989-01-25 00:00:00,0.379000008,4.267857143,0,0.0001,4.267857143,0
1989-01-26 00:00:00,0.363999993,4.285714286,0,0.0001,4.285714286,0
1989-01-27 00:00:00,0.358999997,4.303571429,0,0.0001,4.303571429,0
1989-01-28 00:00:00,0.356999993,4.321428571,0,0.0001,4.321428571,0
1989-01-29 00:00:00,0.34799999,4.339285714,0,0.0001,4.339285714,0
1989-01-30 00:00:00,0.347000003,4.357142857,0,0.0001,4.357142857,0
1989-01-31 00:00:00,0.347000003,4.375,0,0.0001,4.375,0
1989-02-01 00:00:00,0.344000012,4.392857143,0,0.0001,4.392857143,0
1989-02-02 00:00:00,0.337000012,4.410714286,0,0.0001,4.410714286,0
1989-02-03 00:00:00,0.331999987,4.428571429,0,0.0001,4.428571429,0
1989-02-04 00:00:00,0.333000004,4.446428571,0,0.0001,4.446428571,0
1989-02-05 00:00:00,0.340000004,4.464285714,0,0.0001,4.464285714,0
1989-02-06 00:00:00,0.360000014,4.482142857,0,0.0001,4.482142857,0
1989-02-07 00:00:00,0.389999986,4.5,0,0.0001,4.5,0
1989-02-08 00:00:00,0.419999987,4.503448276,0,0.0001,4.503448276,0
1989-02-09 00:00:00,0.414999992,4.506896552,0,0.0001,4.506896552,0
1989-02-10 00:00:00,0.405000001,4.510344828,0,0.0001,4.510344828,0
1989-02-11 00:00:00,0.386999995,4.513793103,0,0.0001,4.513793103,0
1989-02-12 00:00:00,0.379999995,4.517241379,0,0.0001,4.517241379,0
1989-02-13 00:00:00,0.363999993,4.520689655,0,0.0001,4.520689655,0
1989-02-14 00:00:00,0.407000005,4.524137931,0,0.0001,4.524137931,0
1989-02-15 00:00:00,0.425999999,4.527586207,0,0.0001,4.527586207,0
1989-02-16 00:00:00,0.49000001,4.531034483,0,0.0001,4.531034483,0
1989-02-17 00:00:00,0.600000024,4.534482759,0,0.0001,4.534482759,0
1989-02-18 00:00:00,0.730000019,4.537931034,0,0.0001,4.537931034,0
1989-02-19 00:00:00,0.699999988,4.54137931,0,0.0001,4.54137931,0
1989-02-20 00:00:00,0.694999993,4.544827586,0,0.0001,4.544827586,0
1989-02-21 00:00:00,0.779999971,4.548275862,0,0.0001,4.548275862,0
1989-02-22 00:00:00,0.850000024,4.551724138,0,0.0001,4.551724138,0
1989-02-23 00:00:00,0.920000017,4.555172414,0,0.0001,4.555172414,0
1989-02-24 00:00:00,0.910000026,4.55862069,0,0.0001,4.55862069,0
1989-02-25 00:00:00,0.899999976,4.562068966,0,0.0001,4.562068966,0
1989-02-26 00:00:00,0.925000012,4.565517241,0,0.0001,4.565517241,0
1989-02-27 00:00:00,0.970000029,4.568965517,0,0.0001,4.568965517,0
1989-02-28 00:00:00,0.949999988,4.572413793,0,0.0001,4.572413793,0
1989-03-01 00:00:00,0.930000007,4.575862069,0,0.0001,4.575862069,0
1989-03-02 00:00:00,0.910000026,4.579310345,0,0.0001,4.579310345,0
1989-03-03 00:00:00,0.899999976,4.582758621,0,0.0001,4.582758621,0
1989-03-04 00:00:00,0.819999993,4.586206897,0,0.0001,4.586206897,0
1989-03-05 00:00:00,0.755999982,4.589655172,0,0.0001,4.589655172,0
1989-03-06 00:00:00,0.658999979,4.593103448,0,0.0001,4.593103448,0
1989-03-07 00:00:00,0.569999993,4.596551724,0,0.0001,4.596551724,0
1989-03-08 00:00:00,0.563149989,4.6,0,0.0001,4.6,0
1989-03-09 00:00:00,0.50999999,4.629411765,0,0.0001,4.629411765,0
1989-03-10 00:00:00,0.495000005,4.658823529,0,0.0001,4.658823529,0
1989-03-11 00:00:00,0.488000005,4.688235294,0,0.0001,4.688235294,0
1989-03-12 00:00:00,0.485000014,4.717647059,0,0.0001,4.717647059,0
1989-03-13 00:00:00,0.479999989,4.747058824,0,0.0001,4.747058824,0
1989-03-14 00:00:00,0.49000001,4.776470588,0,0.0001,4.776470588,0
1989-03-15 00:00:00,0.540000021,4.805882353,0,0.0001,4.805882353,0
1989-03-16 00:00:00,0.600000024,4.835294118,0,0.0001,4.835294118,0
1989-03-17 00:00:00,0.660000026,4.864705882,0,0.0001,4.864705882,0
1989-03-18 00:00:00,0.709999979,4.894117647,0,0.0001,4.894117647,0
1989-03-19 00:00:00,0.75,4.923529412,0,0.0001,4.923529412,0
1989-03-20 00:00:00,0.730000019,4.952941176,0,0.0001,4.952941176,0
1989-03-21 00:00:00,0.699999988,4.982352941,0,0.0001,4.982352941,0
1989-03-22 00:00:00,0.629999995,5.011764706,0,0.0001,5.011764706,0
1989-03-23 00:00:00,0.625,5.041176471,0,0.0001,5.041176471,0
1989-03-24 00:00:00,0.680000007,5.070588235,0,0.0001,5.070588235,0
1989-03-25 00:00:00,0.800000012,5.1,0,0.0001,5.1,0
1989-03-26 00:00:00,0.949999988,5.129411765,0,0.0001,5.129411765,0
1989-03-27 00:00:00,1.100000024,5.158823529,0,0.0001,5.158823529,0
1989-03-28 00:00:00,1.200000048,5.188235294,0,0.0001,5.188235294,0
1989-03-29 00:00:00,1.149999976,5.217647059,0,0.0001,5.217647059,0
1989-03-30 00:00:00,1.142274022,5.247058824,0,0.0001,5.247058824,0
1989-03-31 00:00:00,1.100121975,5.276470588,0,0.0001,5.276470588,0
1989-04-01 00:00:00,1.032417059,5.305882353,0,0.0001,5.305882353,0
1989-04-02 00:00:00,0.960919976,5.335294118,0,0.0001,5.335294118,0
1989-04-03 00:00:00,0.891691983,5.364705882,0,0.0001,5.364705882,0
1989-04-04 00:00:00,0.822548985,5.394117647,0,0.0001,5.394117647,0
1989-04-05 00:00:00,0.778536022,5.423529412,0,0.0001,5.423529412,0
1989-04-06 00:00:00,0.709437013,5.452941176,0,0.0001,5.452941176,0
1989-04-07 00:00:00,0.679516971,5.482352941,0,0.0001,5.482352941,0
1989-04-08 00:00:00,0.646942019,5.511764706,0,0.0001,5.511764706,0
1989-04-09 00:00:00,0.61165297,5.541176471,0,0.0001,5.541176471,0
1989-04-10 00:00:00,0.582916975,5.570588235,0,0.0001,5.570588235,0
1989-04-11 00:00:00,0.564593017,5.6,0,0.0001,5.6,0
1989-04-12 00:00:00,0.544418991,5.72,0,0.0001,5.72,0
1989-04-13 00:00:00,0.525563002,5.84,0,0.0001,5.84,0
1989-04-14 00:00:00,0.500048995,5.96,0,0.0001,5.96,0
1989-04-15 00:00:00,0.47944501,6.08,0,0.0001,6.08,0
1989-04-16 00:00:00,0.455345005,6.2,0,0.0001,6.2,0
1989-04-17 00:00:00,0.432419986,6.32,0,0.0001,6.32,0
1989-04-18 00:00:00,0.416110009,6.44,0,0.0001,6.44,0
1989-04-19 00:00:00,0.398369014,6.56,0,0.0001,6.56,0
1989-04-20 00:00:00,0.400970012,6.68,0,0.0001,6.68,0
1989-04-21 00:00:00,0.40358901,6.8,0,0.0001,6.8,0
1989-04-22 00:00:00,0.389301002,6.92,0,0.0001,6.92,0
1989-04-23 00:00:00,0.370653987,7.04,0,0.0001,7.04,0
1989-04-24 00:00:00,0.355313003,7.16,0,0.0001,7.16,0
1989-04-25 00:00:00,0.344080001,7.28,0,0.0001,7.28,0
1989-04-26 00:00:00,0.354777008,7.4,0,0.0001,7.4,0
1989-04-27 00:00:00,0.376592994,7.638235294,0,0.0001,7.638235294,0
1989-04-28 00:00:00,0.378174007,7.876470588,0,0.0001,7.876470588,0
1989-04-29 00:00:00,0.376246005,8.114705882,0,0.0001,8.114705882,0
1989-04-30 00:00:00,0.373984009,8.352941176,0,0.0001,8.352941176,0
1989-05-01 00:00:00,0.357811004,8.591176471,0,0.0001,8.591176471,0
1989-05-02 00:00:00,0.347721994,8.829411765,0,0.0001,8.829411765,0
1989-05-03 00:00:00,0.337251008,9.067647059,0,0.0001,9.067647059,0
1989-05-04 00:00:00,0.323949009,9.305882353,0,0.0001,9.305882353,0
1989-05-05 00:00:00,0.30885601,9.544117647,0,0.0001,9.544117647,0
1989-05-06 00:00:00,0.290807009,9.782352941,0,0.0001,9.782352941,0
1989-05-07 00:00:00,0.279489011,10.02058824,0,0.0001,10.02058824,0
1989-05-08 00:00:00,0.269479007,10.25882353,0,0.0001,10.25882353,0
1989-05-09 00:00:00,0.262555003,10.49705882,0,0.0001,10.49705882,0
1989-05-10 00:00:00,0.252530009,10.73529412,0,0.0001,10.73529412,0
1989-05-11 00:00:00,0.244790003,10.97352941,0,0.0001,10.97352941,0
1989-05-12 00:00:00,0.244159997,11.21176471,0,0.0001,11.21176471,0
1989-05-13 00:00:00,0.25948301,11.45,0,0.0001,11.45,0
1989-05-14 00:00:00,0.253021002,11.68823529,0,0.0001,11.68823529,0
1989-05-15 00:00:00,0.245213002,11.92647059,0,0.0001,11.92647059,0
1989-05-16 00:00:00,0.238004997,12.16470588,0,0.0001,12.16470588,0
1989-05-17 00:00:00,0.232586995,12.40294118,0,0.0001,12.40294118,0
1989-05-18 00:00:00,0.225287005,12.64117647,0,0.0001,12.64117647,0
1989-05-19 00:00:00,0.219435006,12.87941176,0,0.0001,12.87941176,0
1989-05-20 00:00:00,0.214289993,13.11764706,0,0.0001,13.11764706,0
1989-05-21 00:00:00,0.207054004,13.35588235,0,0.0001,13.35588235,0
1989-05-22 00:00:00,0.200110003,13.59411765,0,0.0001,13.59411765,0
1989-05-23 00:00:00,0.192258999,13.83235294,0,0.0001,13.83235294,0
1989-05-24 00:00:00,0.186453998,14.07058824,0,0.0001,14.07058824,0
1989-05-25 00:00:00,0.179303005,14.30882353,0,0.0001,14.30882353,0
1989-05-26 00:00:00,0.172521994,14.54705882,0,0.0001,14.54705882,0
